snoRNA,disease,label
SNORD115-13,Nonalcoholic fatty liver disease,0
SNORD1A,Non small cell lung carcinoma,0
SNORD114-17,Uveal melanoma,0
SNORD53,Lung small cell carcinoma,0
SNORD4B,Nasopharyngeal carcinoma,0
SNORA59B,B-cell lymphoma,0
SNORA1,Psoriatic arthritis,0
SNORA46,Colon and rectal adenocarcinoma,0
SNORD92,Prostate cancer,0
SNORD49B,Osteosarcoma,0
SNORA70C,Nk/T cell lymphoma,0
SNORD114-21,Prostate cancer,0
SNORA9,Pancreatic cancer,0
SNORA23,Renal cell carcinoma,0
SNORA75,Clear cell renal cell carcinoma,0
SNORA9,Esophageal squamous cell cancer,0
SNORD64,Papillary thyroid cancer,0
SNORA17A,Retinoblastoma,0
SNORD61,Malignant glioma,0
SNORD5,Hypopharyngeal cancer,0
SNORA44,Pediatric neuroblastoma,0
SNORD110,Head and neck squamous cell carcinoma,0
SNORD115-40,Ischemia,0
SNORD76,Renal cell carcinoma,0
SNORD115-33,Colorectal adenocarcinoma,0
SNHG14,Primary breast cancer,0
SNORD72,Pancreatic ductal adenocarcinoma,0
SNORD13,Glioblastoma,0
SCARNA22,Glioblastoma,0
SNORD57,Gastric carcinoma,0
SCARNA3,Colon cancer,0
SNORD114-5,Cardiac hypertrophy,0
SNORA56,Prader-willi syndrome,0
SNORD62B,Lung small cell carcinoma,0
SNORA50C,Chronic myeloid leukemia,0
SNORA66,B-cell lymphoma,0
SNORD103B,Epstein-barr virus infections,0
SNORD35B,Pediatric neuroblastoma,0
TERC,Early hepatocellular carcinoma,0
SNORD81,Cardiac hypertrophy,0
SCARNA11,Gastric carcinoma,0
SNORD74,Nk/T cell lymphoma,0
SNORD32A,Hepatic carcinoma,0
SNORD114-12,Ovarian carcinoma,0
SNORD116-24,Melanoma,0
SNORD118,Pancreatic cancer,0
GAS5,Renal carcinoma,0
SNORD16,Prostate carcinoma,0
SNORD65,Ovarian carcinoma,0
SNORA80A,Lung cancer,0
SNORA37,Myasthenia gravis,0
SNHG8,Myasthenia gravis,0
SNORD116-20,Pancreatic ductal adenocarcinoma,0
SNORD114-11,Uterine cervical neoplasm,0
SNORD57,Chronic obstructive pulmonary disease,0
SNORD71,Liver cirrhosis,0
SNORA55,Prostate cancer,0
SNORA68,Glioblastoma,0
SNORD88A,Nonalcoholic fatty liver disease,0
SNHG7,Cholangiocarcinoma,0
SNHG15,Tongue squamous cell carcinoma,0
SNORD84,Papillary thyroid carcinoma,0
SNORD115-13,Ovarian carcinoma,0
SCARNA4,Uveal melanoma,0
RNU1-3,Osteosarcoma,0
SNORD113-1,Colorectal carcinoma,0
SNORD36C,Multiple myeloma,0
SNORD115-42,Esophagus adenocarcinoma,0
SNORD37,Hepatocellular carcinoma,0
SCARNA10,Uterine leiomyoma,0
SNORA56,Laryngeal cancer,0
SNORA32,Esophageal squamous cell cancer,0
SNORD42A,Malignant glioma,0
SNORD11B,Heart failure,0
SNORD104,Glioma,0
SNHG25,Hepatic carcinoma,0
SNORA54,Cervical cancer,0
SNORA61,Pancreatic cancer,0
SNORD116-15,Prostate cancer,0
SNORA54,Parkinson disease,0
SNORD113-6,Pneumonia,0
SNORD116-20,Colon and rectal adenocarcinoma,0
SNORD121A,Chronic myeloid leukemia,0
SNORD115-10,Liposarcoma,0
SNORD14C,Heart failure,0
SNHG6,Early hepatocellular carcinoma,0
SNORA3A,Gastric carcinoma,0
SNORD11B,Head and neck squamous cell carcinoma,0
SNORD115-15,Prader-willi syndrome,0
SNORA13,Colorectal adenocarcinoma,0
SNORD79,Primary breast cancer,0
SNORD11,Papillary thyroid cancer,0
SNORD115-13,Muscle-invasive bladder cancer,0
SNORD116-16,Liver cancer,0
SNORD54,Urinary bladder cancer,0
SNHG11,Alzheimer disease,0
SNORD75,Uveal melanoma,0
SCARNA5,Bladder cancer,0
SNHG9,Papillary thyroid cancer,0
SNORD116-3,Rheumatoid arthritis,0
SNORD54,Renal carcinoma,0
SNORD116-21,Nasopharyngeal cancer,0
SNORD74,Pre-eclampsia,0
SNORA9,Primary breast cancer,0
SNORD3D,Triple negative breast cancer,0
SNORD115-13,Tongue squamous cell carcinoma,0
SNORD115-42,Nasopharyngeal cancer,0
SNORD11,Laryngeal squamous cell carcinoma,0
RNU1-1,Cardiac hypertrophy,0
SNORD56,Papillary thyroid cancer,0
SNORD83A,Lung small cell carcinoma,0
SNORD116-15,Colorectal adenocarcinoma,0
SNORA69,Pancreatic adenocarcinoma,0
SNORA17B,Early hepatocellular carcinoma,0
SNORA6,Cancer,0
SNORA54,Lung small cell carcinoma,0
SNORD111,Rheumatoid arthritis,0
SNORD45C,Tuberculosis,0
SNORA67,Ovarian carcinoma,0
SNORA79,Gastric cancer,0
SNORA13,Cholangiocarcinoma,0
SNORD66,Epithelial ovarian cancer,0
SNORD96A,Esophageal squamous cell carcinoma,0
SNORD56,Alzheimer disease,0
SNORD47,Rheumatoid arthritis,0
RNU7-1,Esophagus adenocarcinoma,0
SNORD115-13,Lymphoma,0
SNORD59A,Tuberculosis,0
SNORA70,Colon and rectal adenocarcinoma,0
SNORD37,Gastric carcinoma,0
SNORD32A,Breast cancer,0
SNORD116-1,Oral squamous cell carcinoma,0
SNORA5A,Nasopharyngeal carcinoma,0
SNORA56,Renal carcinoma,0
SNORD116@,Laryngeal cancer,0
SNORD103C,Renal cell carcinoma,0
SNORD88C,Early hepatocellular carcinoma,0
SNORA24,Renal carcinoma,0
SNORA37,Wilms tumor,0
SNORD84,Colon cancer,0
SNORD124,Meningioma,0
SNORD64,Liposarcoma,0
SNORA46,Glioblastoma,0
SNORD20,Stomach cancer,0
SNORD33,Muscle-invasive bladder cancer,0
SNORD38A,Parkinson disease,0
SNORD97,Mouth neoplasms,0
SNORA62,Melanoma,0
SNORD114-17,Non small cell lung cancer,0
SCARNA4,Pancreatic adenocarcinoma,0
SNORD24,Head and neck squamous cell carcinoma,0
SNORD38B,Papillary thyroid cancer,0
SNORD115-16,T-cell acute lymphoblastic leukemia,0
SNORD53,Lung carcinoma,0
SCARNA22,Cerebral cavernous malformations,0
SNORA18,Renal cell cancer,0
SNORD113-5,Liposarcoma,0
SNORD1B,Prostate cancer,0
SNORD121B,Colon carcinoma,0
SNORA8,Epithelial ovarian carcinoma,0
SNORA54,Gastric cancer,0
SNORD14D,Papillary thyroid cancer,0
SNORD72,Esophageal cancer,0
SNORA68,Triple negative breast cancer,0
SNORD35B,Hepatocellular carcinoma,0
SNORD73A,Stomach cancer,0
SNORD58B,Melanoma,0
SNORD88C,Heart failure,0
SNORA22,Cholangiocarcinoma,0
SNORA74A,Neuroblastoma,0
SNORD62B,Pancreatic ductal adenocarcinoma,0
SNORD22,Atherosclerosis,0
SNORA80E,Prostate cancer,0
SNORD4B,Meningioma,0
SNORD83B,Atherosclerosis,0
SNORD114-3,Lymphosarcoma,0
SNORA46,Pediatric neuroblastoma,0
SNORA2B,Rheumatoid arthritis,0
SCARNA15,Alzheimer disease,0
SNORD19B,West nile virus infection,0
SNORD19,Laryngeal squamous cell carcinoma,0
SNORD113-2,Nasopharyngeal carcinoma,0
SNORD115-16,Cancer,0
SNHG18,Colon cancer,0
SNORD97,Cerebral cavernous malformations,0
SNORD111,Atherosclerosis,0
SNORD73A,Herpes simplex keratitis,0
SNHG7,Liposarcoma,0
SNORD69,Hemangioma,0
SNORD127,Nasopharyngeal cancer,0
MEG8,Renal carcinoma,0
SNORD60,Epstein-barr virus infections,0
SNORA61,Papillary thyroid cancer,0
SNORA70C,Lung squamous cell carcinoma,0
SNORA70C,Pancreatic cancer,0
SNORD71,Acute myeloid leukemia,0
SNORA61,Chronic obstructive pulmonary disease,0
SNORD32A,Acute myeloid leukemia,0
SNORD115-1,Malignant glioma,0
SNORD113-9,Esophageal squamous cell carcinoma,0
SNORD103B,Heart failure,0
SNORA54,Colon cancer,0
SNORD73A,Bladder cancer,0
SNORD4B,Lymphosarcoma,0
SCARNA10,Papillary thyroid carcinoma,0
SNORA70D,Colorectal adenocarcinoma,0
SNORD19B,Laryngeal cancer,0
RNU1-4,Alzheimer disease,0
SNORD6,Tuberculosis,0
SNORD27,Osteosarcoma,0
SNORD44,Leukemia lymphoblastic acute,0
SNORA28,Nk/T cell lymphoma,0
SNORD113-8,Head and neck squamous cell carcinoma,0
SNORA68,Renal cell cancer,0
RNU1-3,Triple negative breast cancer,0
SNORD45B,Papillary thyroid carcinoma,0
SNORA74A,Papillary thyroid carcinoma,0
SNORD104,Breast neoplasms,0
SNORD116@,Oral squamous cell carcinoma,0
SCARNA12,Uterine cervical neoplasm,0
SNORD49A,Multiple myeloma,0
RNU1-1,Neuroblastoma,0
SNORD57,Bladder cancer,0
SNORD113-6,Non small cell lung carcinoma,0
SNORD116-21,Gallbladder cancer,0
SNORA71A,Pancreatic cancer,0
SNORA64,Lung adenocarcinoma,0
SNORD16,Glioblastoma,0
SNORD113-1,Muscle-invasive bladder cancer,0
SNORD48,Lung small cell carcinoma,0
SNORD45C,Tongue squamous cell carcinoma,0
SNORA54,Epithelial ovarian carcinoma,0
SNORD116-25,Hepatic carcinoma,0
SNORD49A,Pancreatic cancer,0
SNORD91B,Prader-willi syndrome,0
SNORD45A,Muscle-invasive bladder cancer,0
SNORA30,Hepatocellular carcinoma,0
SNORD116-1,Uveal melanoma,0
SNORD113-7,Lymphosarcoma,0
SNORA18,Esophageal squamous cell carcinoma,0
SNORA58,Prostatic neoplasms,0
SNORA36C,Esophagus adenocarcinoma,0
SNORA22,Papillary thyroid cancer,0
SNORD116-3,Tongue squamous cell carcinoma,0
SNORA25,Bladder cancer,0
SNORD47,Esophageal squamous cell carcinoma,0
SNORD116-20,Urinary bladder cancer,0
SNORA17A,Colon and rectal adenocarcinoma,0
SCARNA3,Ovarian cancer,0
SNORD114-22,Prostate cancer,0
SNORD16,Colon cancer,0
SCARNA2,Non small cell lung cancer,0
SNORD12C,Renal carcinoma,0
SNORD4A,Tongue squamous cell carcinoma,0
SNORD98,Chronic myeloid leukemia,0
SNORD54,Pancreatic adenocarcinoma,0
SNORA24,Neuroblastoma,0
SNORA74A,Prader-willi syndrome,0
SCARNA9,Pre-eclampsia,0
SNORD62A,Lung squamous cell carcinoma,0
RNVU1-7,Parkinson disease,0
SNORD35A,Prostate cancer,0
SNORD12,Gastric carcinoma,0
GAS5,Epstein-barr virus infections,0
SNORA5A,Non small cell lung carcinoma,0
SNORD103C,Pancreatic ductal adenocarcinoma,0
SCARNA2,Hemangioma,0
SNHG22,Renal cell cancer,0
SNORA29,Primary breast cancer,0
SCARNA7,Cancer,0
SNORD59A,Lung carcinoma,0
GAS5,Early hepatocellular carcinoma,0
SNORD89,Tongue squamous cell carcinoma,0
SNORD116-2,Uterine cervical neoplasm,0
SNORD114-17,Nasopharyngeal cancer,0
SNORD101,Pancreatic ductal adenocarcinoma,0
SNORD75,Nk/T cell lymphoma,0
SNORD36A,Lung adenocarcinoma,0
SNORD115-40,Breast neoplasms,0
SNORA29,Clear cell renal cell carcinoma,0
SNORD115-8,Pneumonia,0
SNORD18C,Alzheimer disease,0
SNORD114-29,Early hepatocellular carcinoma,0
SNORA33,Laryngeal squamous cell carcinoma,0
SCARNA3,Primary breast cancer,0
SNORA29,Colorectal carcinoma,0
SNORD58A,Pancreatic ductal adenocarcinoma,0
SNORA56,Gastric carcinoma,0
SNORD105,Hypopharyngeal cancer,0
GAS5,Chronic obstructive pulmonary disease,0
SNORA74A,Esophageal squamous cell cancer,0
SNORD90,Hepatic carcinoma,0
SNORD114-22,Laryngeal squamous cell carcinoma,0
SNHG10,Osteoarthritis,0
SNORD14D,Glioblastoma,0
SNORD22,Hepatocellular carcinoma,0
SNORD114-1,Pancreatic adenocarcinoma,0
SNORD87,Esophageal squamous cell carcinoma,0
SNORD92,Epithelial ovarian cancer,0
SNORD114-5,Hypopharyngeal cancer,0
SNHG20,Nk/T cell lymphoma,0
SNORA36A,Colon and rectal adenocarcinoma,0
RNU7-1,Chronic myeloid leukemia,0
SNORA50A,Esophageal squamous cell carcinoma,0
SNORA31,Renal cell cancer,0
SNORD105B,Meningioma,0
SNORD36A,Rheumatoid arthritis,0
SNORD103C,Non small cell lung cancer,0
SNORD45C,Primary breast cancer,0
SNORD48,Osteoarthritis,0
SNORD49B,Colon carcinoma,0
SNORD25,Lung carcinoma,0
SNORD118,Liver fibrosis,0
SNORD117,Gallbladder cancer,0
SNORD116-21,Nasopharyngeal carcinoma,0
SNORA70F,Papillary thyroid carcinoma,0
SNORD116-21,Papillary thyroid cancer,0
SNORD96A,Herpes simplex keratitis,0
SNORD52,Non small cell lung carcinoma,0
SNORD94,Atherosclerosis,0
SNORA17A,Breast cancer,0
SNORD3D,Ovarian carcinoma,0
SNORA65,Epstein-barr virus infections,0
SNORD115-16,Leukemia lymphoblastic acute,0
SNORD127,Cardiac hypertrophy,0
SNORD94,Acute promyelocytic leukemia,0
SNORA74A,B-cell lymphoma,0
SNORD116-21,Lung small cell carcinoma,0
SNORA52,West nile virus infection,0
SNORD1A,Renal cell carcinoma,0
SNORA11E,Prostatic neoplasms,0
SNORA80E,Early hepatocellular carcinoma,0
RNVU1-7,Hypopharyngeal cancer,0
SNORA35,Cholangiocarcinoma,0
SNORD103C,Lymphoma,0
SNORD72,Prostate cancer,0
SNORD114-10,Chronic myeloid leukemia,0
SNORA21,Epithelial ovarian carcinoma,0
SNORD114-2,Early hepatocellular carcinoma,0
SNORD65,Colorectal carcinoma,0
RNU1-4,Gallbladder cancer,0
SNORD1B,Lung cancer,0
SNORD13,Cardiac hypertrophy,0
SNORA58,Lung cancer,0
SNORA29,Acute promyelocytic leukemia,0
TERC,Osteosarcoma,0
SNORD113-8,Muscle-invasive bladder cancer,0
SNORD37,Tuberculosis,0
SNORD115-8,Osteosarcoma,0
SNORA62,Ovarian cancer,0
SNORD6,Prostatic neoplasms,0
SNORD14D,Hepatic carcinoma,0
SNORD38B,Acute myeloid leukemia,0
SNHG17,Parkinson disease,0
SNORD52,Breast cancer,0
SNORD73A,Papillary thyroid carcinoma,0
SNORD116-15,Mouth neoplasms,0
SNORD58A,T-cell acute lymphoblastic leukemia,0
SNORD90,Stomach cancer,0
SNORA41,Hepatocellular carcinoma,0
SNORD43,Ovarian clear cell carcinoma,0
SNORD45A,Renal cell cancer,0
SCARNA7,Liver fibrosis,0
SNORA48,Lung cancer,0
SNORD88A,Ischemia,0
SNORD2,Primary breast cancer,0
SNORD113-5,Nasopharyngeal carcinoma,0
SNORD59B,Tongue squamous cell carcinoma,0
SNORD45C,Papillary thyroid carcinoma,0
SCARNA16,Glioblastoma,0
SNORD112,Nonalcoholic fatty liver disease,0
SNORD16,Renal cell cancer,0
SNORA17A,Breast neoplasms,0
SNORD84,B-cell lymphoma,0
SNORA70C,Multiple myeloma,0
SNORD114-25,Cerebral cavernous malformations,0
SNORD114-13,Colorectal carcinoma,0
SNORD115-23,Ovarian carcinoma,0
SCARNA16,Colon and rectal adenocarcinoma,0
SNORA5A,Uterine leiomyoma,0
SNORA73A,Nasopharyngeal cancer,0
SNORD1A,Liver cirrhosis,0
SNORD116-15,Cardiac hypertrophy,0
SNORD101,Mouth neoplasms,0
SNORD28,Nasopharyngeal carcinoma,0
SNORD115-32,Myasthenia gravis,0
SNORD125,Pneumonia,0
SNORD15B,Cardiac hypertrophy,0
SNORD67,Renal cell cancer,0
SNORD115-31,Pre-eclampsia,0
SNORD47,Epstein-barr virus infections,0
SNORD3A,Prostatic neoplasms,0
SCARNA10,Diffuse large B cell lymphoma,0
SNHG6,Prostate carcinoma,0
SNORD116-29,Diffuse large B cell lymphoma,0
SNORA24,Gallbladder cancer,0
SNORD114-28,Lymphosarcoma,0
GAS5,Cancer,0
SNORD70,Non small cell lung cancer,0
SNORD87,Breast neoplasms,0
SNORD74,Cholangiocarcinoma,0
SNORA35,Liver cirrhosis,0
SNORD114-11,T-cell acute lymphoblastic leukemia,0
SCARNA13,Non small cell lung carcinoma,0
GAS5,Uveal melanoma,0
SNORD116-25,Colorectal carcinoma,0
SNORA63,Herpes simplex keratitis,0
SNORD15A,Uterine cervical neoplasm,0
SNORD83A,Cholangiocarcinoma,0
SNORD3B-2,Acute promyelocytic leukemia,0
SNORD53,Osteosarcoma,0
SCARNA11,Liposarcoma,0
SNORD43,Colorectal adenocarcinoma,0
SNORA14A,Lung cancer,0
SNHG4,Cancer,0
SNORD115-42,Tongue squamous cell carcinoma,0
SCARNA2,Malignant glioma,0
SNORA74A,Renal cell cancer,0
SCARNA5,Tuberculosis,0
SNORD15B,Breast neoplasms,0
SNORD45B,Malignant glioma,0
RNU1-2,Lung squamous cell carcinoma,0
SNORA71B,Osteosarcoma,0
SNORD41,Epithelial ovarian carcinoma,0
SNORD125,Liver cancer,0
SNHG4,Malignant glioma,0
SNORD49A,Acute myeloid leukemia,0
SNORD113-1,Pancreatic adenocarcinoma,0
SNORD76,Oral squamous cell carcinoma,0
SNORA72,Cervical cancer,0
SNORD1A,Multiple myeloma,0
SNORA44,Alzheimer disease,0
SNORD51,Pancreatic ductal adenocarcinoma,0
SNORD18B,Lung squamous cell carcinoma,0
SNORA48,Chronic myeloid leukemia,0
SNORD61,Liver cancer,0
SNORD89,Non small cell lung cancer,0
SNORD83B,West nile virus infection,0
SNORD66,Atherosclerosis,0
SNHG14,West nile virus infection,0
SNHG17,Chronic myeloid leukemia,0
SNORD83A,Colon and rectal adenocarcinoma,0
SNORD110,Renal carcinoma,0
SNORD79,Colon carcinoma,0
SNORD115-23,Psoriatic arthritis,0
SNORD25,Oral squamous cell carcinoma,0
SNORA51,Uterine cervical neoplasm,0
SNORD114-5,Cholangiocarcinoma,0
SNORA36A,Pre-eclampsia,0
SNORA71D,West nile virus infection,0
SNORD103A,Acute promyelocytic leukemia,0
SCARNA9,Multiple myeloma,0
SNORD114-17,Diffuse large B cell lymphoma,0
SNORD112,Psoriatic arthritis,0
TERC,Diffuse large B cell lymphoma,0
SNORD1B,Liver cirrhosis,0
SNORD36C,Hepatic carcinoma,0
SNORD93,Lung adenocarcinoma,0
SNORA73A,Chronic obstructive pulmonary disease,0
SNORA40,Multiple myeloma,0
SNORD110,B-cell lymphoma,0
SNHG11,Glioblastoma,0
SNORA54,Gastric carcinoma,0
SNORD31,Papillary thyroid cancer,0
SNORA5A,Atherosclerosis,0
SNORD35B,Epstein-barr virus infections,0
SNORA13,Non small cell lung carcinoma,0
SNORA80B,Pediatric neuroblastoma,0
SNORD116-2,Nonalcoholic fatty liver disease,0
SCARNA13,Non small cell lung cancer,0
SNORD101,West nile virus infection,0
SNORD27,Renal cell cancer,0
SNORA70B,Colon carcinoma,0
SNORD53,Pneumonia,0
SNORD34,Primary breast cancer,0
SNORD114-5,Neuroblastoma,0
SNORD119,Chronic obstructive pulmonary disease,0
SNORA80A,Melanoma,0
SNORD114-28,Colon and rectal adenocarcinoma,0
SNORD18C,Pneumonia,0
SNORA58,Esophageal squamous cell cancer,0
SNORD114-13,West nile virus infection,0
SNHG22,Stomach cancer,0
SNORA80A,Hypopharyngeal cancer,0
SNORD30,Lung carcinoma,0
SNORA44,Parkinson disease,0
SNORD115-8,Esophageal squamous cell carcinoma,0
SNORD96A,Renal carcinoma,0
SNORA80E,Tuberculosis,0
SNORD14C,Lung small cell carcinoma,0
SNORD105B,Colon carcinoma,0
TERC,Pneumonia,0
SNORA3A,Breast neoplasms,0
SNORD14B,Renal cell cancer,0
SNORD18A,Pre-eclampsia,0
SNORD110,Thyroid cancer,0
SNORD99,Pneumonia,0
SCARNA2,Meningioma,0
SNORD94,Prostatic neoplasms,0
SNORD22,Ovarian cancer,0
SNORD60,Renal cell carcinoma,0
SNORA70F,Chronic obstructive pulmonary disease,0
SNORA35,Clear cell renal cell carcinoma,0
SNORA52,Acute myeloid leukemia,0
SNORD52,Epstein-barr virus infections,0
SNORD115-42,Breast cancer,0
SNORD116-29,Hypopharyngeal cancer,0
SNORD115-33,Prostate cancer,0
SNORD92,Cervical cancer,0
SNORD68,Retinoblastoma,0
SNORA68,Urinary bladder cancer,0
SNORA41,Chronic myeloid leukemia,0
SNORD12C,Esophageal squamous cell carcinoma,0
SNORD114-1,Bladder cancer,0
SNORD59A,Nonalcoholic fatty liver disease,0
SNORD73A,Cholangiocarcinoma,0
SNORA37,Colorectal cancer,0
SNORD46,Colon cancer,0
SCARNA11,Osteosarcoma,0
GAS5,Cerebral cavernous malformations,0
SNORD50B,Gastric cancer,0
SNORD105B,Esophageal squamous cell carcinoma,0
SNORD114-20,Acute myeloid leukemia,0
SNORD61,Prader-willi syndrome,0
SNORA15,Meningioma,0
SNORD116-29,Cholangiocarcinoma,0
SNORA70,Herpes simplex keratitis,0
SNORD65,Alzheimer disease,0
SNORA46,Cardiac hypertrophy,0
SNORD116-29,Meningioma,0
SNORA2B,Nk/T cell lymphoma,0
SNORA28,Bladder cancer,0
SNORD46,Parkinson disease,0
SNORD6,Tongue squamous cell carcinoma,0
SNHG18,Oral squamous cell carcinoma,0
RNU1-3,Colon and rectal adenocarcinoma,0
SNORD35A,Non small cell lung cancer,0
SNORA32,Gastric cancer,0
SNORA27,Nonalcoholic fatty liver disease,0
SNORA64,Uterine leiomyoma,0
SNORA4,Lung adenocarcinoma,0
SNORD115-32,Neuroblastoma,0
SNORD92,Gallbladder cancer,0
SNORA41,Prostatic neoplasms,0
SNORD119,Melanoma,0
SNORD15A,Primary breast cancer,0
SNORD116@,Lymphoma,0
SNORD115-33,Colon and rectal adenocarcinoma,0
SNORD116-2,Breast neoplasms,0
SNORA4,Uterine cervical neoplasm,0
SNORD116@,Colorectal carcinoma,0
RNU1-2,Prostatic neoplasms,0
SNORA56,Hepatic carcinoma,0
SNORA17A,Colorectal adenocarcinoma,0
SNORA16B,Muscle-invasive bladder cancer,0
SNORD116-21,Cancer,0
TERC,Non small cell lung carcinoma,0
SCARNA9,Colorectal adenocarcinoma,0
SNORA63,Liposarcoma,0
SNORD110,Ovarian carcinoma,0
SCARNA17,B-cell lymphoma,0
SNHG8,Parkinson disease,0
SNHG1,Nonalcoholic fatty liver disease,0
SNORD36C,Wilms tumor,0
SNORA64,Colorectal adenocarcinoma,0
SNHG17,Adenocarcinoma,0
SNORD105,Colon carcinoma,0
SNHG1,Bladder cancer,0
SNORA69,Liver cirrhosis,0
SNORA65,Prostate carcinoma,0
SNORD27,Ovarian carcinoma,0
SNORD121A,Cholangiocarcinoma,0
SNORA15,Gastric carcinoma,0
SNORD114-9,Neuroblastoma,0
SNORD37,Osteoarthritis,0
SNORA27,Pancreatic adenocarcinoma,0
SCARNA2,Papillary thyroid carcinoma,0
SNORA57,Epithelial ovarian carcinoma,0
SNORD93,Primary breast cancer,0
SCARNA5,Muscle-invasive bladder cancer,0
SNORD97,Ovarian carcinoma,0
SNORD38A,Lymphosarcoma,0
SNORD101,Laryngeal cancer,0
RNU1-1,Pneumonia,0
SNORD38A,Osteosarcoma,0
SNORD15B,Renal cell cancer,0
SNHG20,Primary breast cancer,0
SNORD114-29,Ovarian cancer,0
SNORD37,Myasthenia gravis,0
SNORD114-12,Urinary bladder cancer,0
SNORD32A,Hemangioma,0
SNORD126,Hypopharyngeal cancer,0
SNORD36C,Colon and rectal adenocarcinoma,0
RNU1-2,Tongue squamous cell carcinoma,0
SNORD114-5,Ovarian clear cell carcinoma,0
SCARNA22,Liver cirrhosis,0
SNORA68,Liposarcoma,0
SNHG14,Urinary bladder cancer,0
SNORA5B,Nasopharyngeal cancer,0
SNORA16A,T-cell acute lymphoblastic leukemia,0
SNORD116-25,Uterine cervical neoplasm,0
SNORD116@,Tuberculosis,0
SNORA5B,Rheumatoid arthritis,0
SNORA6,Prostate cancer,0
SNORD42B,Epithelial ovarian carcinoma,0
SNORD103A,Pre-eclampsia,0
SCARNA11,Renal cell carcinoma,0
SCARNA4,Cholangiocarcinoma,0
SNORD42B,Cancer,0
SNORA63,Osteosarcoma,0
SNORD117,Hepatic carcinoma,0
SNORD14E,Nasopharyngeal carcinoma,0
SNORD114-26,Retinoblastoma,0
SNORA52,Herpes simplex keratitis,0
SNORD99,Neuroblastoma,0
SNORA52,Lung carcinoma,0
SNORD114-22,Neuroblastoma,0
SNORA51,Pancreatic cancer,0
SNORD14B,Oral squamous cell carcinoma,0
SNORD116-3,Lung carcinoma,0
SNORD35B,Breast neoplasms,0
SNORD55,Lung small cell carcinoma,0
SCARNA2,Cardiac hypertrophy,0
SNORD7,Uterine cervical neoplasm,0
SNORD114-12,Cardiac hypertrophy,0
SNORD42B,Primary breast cancer,0
SCARNA11,Acute myeloid leukemia,0
SNORD111,West nile virus infection,0
SNORD90,Pancreatic ductal adenocarcinoma,0
SNORA70,Papillary thyroid carcinoma,0
SNORD72,Malignant glioma,0
SNORD64,Breast neoplasms,0
SNORD72,Lymphosarcoma,0
SNORD72,Multiple myeloma,0
SNORA30,Muscle-invasive bladder cancer,0
SNORD42B,Herpes simplex keratitis,0
SNORA3B,Colorectal adenocarcinoma,0
SNORD116-21,West nile virus infection,0
SNORD18B,Cancer,0
SNORD45C,Lung adenocarcinoma,0
SNORA16B,Renal carcinoma,0
SNORD114-22,Lymphosarcoma,0
SNORD33,Prader-willi syndrome,0
SNORA63,Acute promyelocytic leukemia,0
SNHG4,Epithelial ovarian cancer,0
SNORA73A,Myasthenia gravis,0
SNORA56,Colorectal adenocarcinoma,0
SNORA81,Lymphoma,0
SNORA70B,Ovarian carcinoma,0
SNORD45A,Liposarcoma,0
SNORD90,Ischemia,0
SNHG18,Renal cell cancer,0
SNORD116-2,Colorectal cancer,0
SNORA63,Lymphosarcoma,0
SNORD54,Leukemia lymphoblastic acute,0
SCARNA9,Lung cancer,0
SNORA28,Urinary bladder cancer,0
SNORD19B,Hepatic carcinoma,0
SNORD113-7,Lung adenocarcinoma,0
SNORD62A,Glioma,0
SNORA40,Ovarian carcinoma,0
SCARNA13,Nasopharyngeal carcinoma,0
RNU1-1,Lymphoma,0
SNORA5B,Cancer,0
SNORA74B,Muscle-invasive bladder cancer,0
SNORD126,Meningioma,0
SNORD113-2,Lung adenocarcinoma,0
SNORA74A,Liposarcoma,0
SNORD36B,Pneumonia,0
SNORD83A,Ovarian carcinoma,0
SNORD14A,Head and neck squamous cell carcinoma,0
SNORD2,Colon and rectal adenocarcinoma,0
SNORD116-2,Gastric carcinoma,0
SNORD79,Herpes simplex keratitis,0
SNORD87,Colorectal adenocarcinoma,0
SNHG22,Diffuse large B cell lymphoma,0
SNORA33,Osteosarcoma,0
SNORD10,Renal carcinoma,0
SNORD114-5,Liver cirrhosis,0
SNORD32A,Herpes simplex keratitis,0
SNORD88B,Nasopharyngeal cancer,0
SNHG15,Colon and rectal adenocarcinoma,0
SNORD110,Pediatric neuroblastoma,0
SNORD3C,T-cell acute lymphoblastic leukemia,0
SNHG10,Retinoblastoma,0
RNU1-3,Retinoblastoma,0
SNORA11E,Renal cell cancer,0
SNORD22,Diffuse large B cell lymphoma,0
SNORA62,Pediatric neuroblastoma,0
SCARNA14,Esophagus adenocarcinoma,0
SNORA71A,Uveal melanoma,0
SNORD59A,Cervical cancer,0
SNORD54,Osteosarcoma,0
SNORD113-1,Oral squamous cell carcinoma,0
RNU2-1,T-cell acute lymphoblastic leukemia,0
SNORD114-23,Esophageal squamous cell cancer,0
SNORD103C,Malignant glioma,0
SNORD21,Atherosclerosis,0
SNORD114-5,Clear cell renal cell carcinoma,0
SNORA36A,T-cell acute lymphoblastic leukemia,0
SNORD98,Pre-eclampsia,0
SNORD114-20,Papillary thyroid cancer,0
SNORA37,Breast cancer,0
SNORD121B,Pancreatic ductal adenocarcinoma,0
SNORD36A,Clear cell renal cell carcinoma,0
SCARNA16,Nk/T cell lymphoma,0
SNORA20,Psoriatic arthritis,0
